,LICENSE#,FULL NAME,DBA NAME,LICENSE TYPE,SITE LOCATION,ZIP,isyelp
6222,BU21608621,EMPLOYED SECURITY SERVICE CENTER INC,,BU,3355 E SPRING ST 209,90806,False
6223,BU21705983,PARALLEL ELECTRIC,,BU,3780  KILROY AIRPORT WAY 200,90806,False
6224,BU21600825,ATLAS INSTRUMENTS LLC,,BU,2601 E SPRING ST,90806,False
6225,BU21705330,CRIMSON PIPELINE LLC,,BU,3760  KILROY AIRPORT WAY 300,90806,False
6226,BU21601755,MICHAEL BAKER INTERNATIONAL INC,,BU,3900  KILROY AIRPORT WAY 120,90806,False
6227,BU21605634,CHRISTOPHER HOLDERBAUM,BLOOM BROTHERS GARDEN SUPPLY,BU,3920  GILMAN ST,90815,False
6228,BU21707005,KHAVARIAN ENTERPRISES INC,VISION COMMUNICATIONS CO,BU,3250  AIRFLITE WAY,90807,False
6229,MJ21705767,"MBIOTEQ, LLC",,BU,2740 E SPRING ST SUITE 200,90806,False
6230,BU21606869,PRATT PROPERTIES LLC,,BU,2520  MIRA MAR AVE,90815,False
6231,BU21702671,STAFFMARK INVESTMENT LLC,,BU,3780  KILROY AIRPORT WAY 105,90806,False
6232,BU21703922,MICHAEL ROSEN,"Michael D. Rosen, CPA, Ph.D., ABV",BU,3780  KILROY AIRPORT WAY 200,90806,False
6233,BU21700387,HAVECO CORP,,BU,3355 E SPRING ST 10,90806,False
6234,BU21700521,GULFSTREAM AEROSPACE CORP OF CALI,,BU,3521 E SPRING ST,90806,False
6235,BU21700250,"CAPITAL ENGINEERING CONSULTANTS, INC.",,BU,2830  TEMPLE AVE,90806,False
6236,BU21600169,E3 AUTOMOTIVE INCORPORATED,EXPEDITE RECON,BU,3204  CHERRY AVE,90807,False
6237,BU21605030,"GL LBT, LLC",WEST COAST TOYOTA OF LONG BEACH,BU,3399 E WILLOW ST,90806,False
6238,BU21706483,LGB CA HOLDINGS LLC,ROSS AVIATION,BU,3201  AIRFLITE WAY,90807,False
6239,BU21706484,LGB CA HOLDINGS LLC,ROSS AVIATION,BU,3200  AIRFLITE WAY,90807,False
6240,BU21701523,"SOCCER EVENT SPECIALISTS, INC",SES COMPANIES,BU,3090  AIRPORT WAY,90806,False
6241,BU21702212,PARK SHIL & MINAH LIVING TRUST,,BU,2011 E SPRING ST,90807,False
6242,BU21703346,"QRC VALVE DISTRIBUTORS, LLC",,BU,3835  VERNON ST,90815,False
6243,BU21708206,CENTRIFUGAL CASTING CO LLC,,BU,3920  GILMAN ST,90815,False
6244,BU21602828,WINGOOD USA INC.,MENU DESIGN LABO USA,BU,2760 E SPRING ST 120,90806,False
6245,BU21707192,LITTLE BRASS CAFE EXPRESS LLC,,BU,4100  DONALD DOUGLAS DR,90808,False
6246,BU21607711,R G VANDERWEIL ENGINEERS LLP,R G VANDERWEIL ENGINEERS LLP,BU,3760  KILROY AIRPORT WAY 230,90806,False
6247,BU21608598,CANON SOLUTIONS AMERICA INC,,BU,3900  KILROY AIRPORT WAY 300,90806,False
6248,BU21704580,KOSTAS LLC,,BU,2950  AIRPORT LN,90806,False
6249,BU21604219,"GL LBT, LLC",WEST COAST TOYOTA OF LONG BEACH,BU,3399 E WILLOW ST,90806,False
6250,BU21704626,"ZEPHYR SERVICES, LLC",,BU,2735 E SPRING ST,90806,False
6251,BU21700720,HR BLOCK,BLOCK ADVISORS,BU,3750  KILROY AIRPORT WAY 120,90806,False
6252,BU21700746,ALAMEDA CORRIDOR ENGINEERING TEAM,ALAMEDA CORRIDOR ENGINEERING TEAM,BU,3760  KILROY AIRPORT WAY 200,90806,False
6253,BU21601359,ROCK STEADY PRODUCTIONS INC,,BU,3251  AIRPORT WAY,90806,False
6254,BU21600444,THE MODERN LLC,,BU,2801 E SPRING ST 300,90806,False
6255,BU21701967,HOUSER & ALLISON APC,,BU,3900  KILROY AIRPORT WAY 270,90806,False
6256,BU21601348,DASCO MACHINE LLC,,BU,3200  AIRPORT WAY  3100 AIRPORT WAY,90806,False
6257,BU21601783,BARGAINS PRO INC,PACIFIC CAR STORE,BU,1991 E SPRING ST,90807,False
6258,BU21606798,"CANDYWAREHOUSE.COM, INC",,BU,2520  MIRA MAR AVE,90815,False
6259,BU21606963,EVERBEACH HOLDINGS LLC,,BU,3229 E SPRING ST,90806,False
6260,BU21602776,"AMERICAN SALES AND MANAGEMENT ORGANIZATION, LLC",EULEN AMERICA,BU,4100  DONALD DOUGLAS DR,90808,False
6261,BU21708513,SB OFFICE SUPPLIES,,BU,3266  CHERRY AVE,90807,False
6262,BU21704509,AIR 360 HELICOPTERS LLC,,BU,3250  AIRFLITE WAY,90807,False
6263,MJ21705655,GREENLEAF STRATEGIC CONSULTANTS,,BU,2642 E SPRING ST,90806,False
6264,BU20657350,MARINE SPILL RESPONSE CORPORATION,,BU,3300 E SPRING ST,90806,False
6265,BU21703497,2642 SPRING STREET LLC,,BU,2642 E SPRING ST,90806,False
6266,BU21608244,PARK SHIL & MINAH LIVING TRUST,,BU,2115 E SPRING ST,90806,False
6267,BU21700324,ANGEL CITY FLYERS LLC,,BU,2901 E SPRING ST F,90806,False
6268,BU21700429,"EXCELLENT MEDICAL MANAGEMENT, INC.","EXCELLENT MEDICAL MANAGEMENT, INC.",BU,3900  KILROY AIRPORT WAY 110,90806,False
6269,BU21601740,LA PRITCHARD SUPPLY INC,,BU,2810  TEMPLE AVE,90806,False
6270,BU07037060,FRED S AND ALVERIA P TRUST SHERBURNE,,BU,3060  AIRPORT WAY,90806,False
6271,BU07037070,JOYCE FOREST,,BU,3090  AIRPORT WAY,90806,False
6272,MJ21701247,ALTERNATIVE THERAPEUTIC SOLUTIONS,CONNECTED 405,BU,3170  CHERRY AVE,90807,False
6273,BU21703005,MELINDA ELLIS,LAW OFFICES OF MELINDA ELLIS,BU,3780  KILROY AIRPORT WAY 200,90806,False
6274,BU21706485,LGB CA HOLDINGS LLC,ROSS AVIATION,BU,3280  AIRFLITE WAY  AIRFLITE INC,90807,False
6275,BU21607230,ALEXANDER FRANCINI,AFRANCINI MD PC,BU,2525  GRAND AVE,90815,False
6276,BU21602974,AMERICAN AIRLINES INC,,BU,4100  DONALD DOUGLAS DR,90808,False
6277,BU21606804,"OCR ENTERPRISES, LLC",OCR AVIATION/TOM'S AIRCRAFT,BU,2721 E SPRING ST,90806,False
6278,BU21607714,LGB CA HOLDINGS LLC,ROSS AVIATION - LONG BEACH,BU,3250  AIRFLITE WAY,90807,False
6279,BU21607715,LGB CA HOLDINGS LLC,ROSS AVIATION - LONG BEACH,BU,3250  AIRFLITE WAY,90807,False
6280,BU21607718,BIT LAGOON,,BU,2750 E SPRING ST 240,90806,False
6281,BU03049455,HUGO P LUNA,,BU,3374  SANTA FE AVE,90810,False
6282,BU20724260,MAI THACH,MEADOW MAID DAIRY,BU,1355 W WILLOW ST,90810,False
6283,BU20345370,SOLEDAD J ADRID,,BU,2070  SANTA FE AVE  Includes 2070-2078 Santa Fe Ave,90810,False
6284,BU07074950,SANTIAGO T AND HAIDE C CONANAN,,BU,2527  SANTA FE AVE  Includes 2519-2533 Santa Fe Ave,90810,False
6285,BU07071071,"HANDLER, FRANK (TE)/HANDLER TRUST",,BU,1600 W PACIFIC COAST HWY,90810,False
6286,BU03050231,BOND NICHOLS,,BU,1426  SUMMIT ST,90810,False
6287,BU03050241,CHRIS E BARBERA,,BU,1934  CANAL AVE,90810,False
6288,BU03050285,SHEILA TROIANO,,BU,1531 W 19TH ST,90810,False
6289,BU03050344,JENNIFER B DELSON,,BU,1640 W 19TH ST,90810,False
6290,BU20635190,SOHARVE COMPANY INC,CHOW FUN EXPRESS,BU,2520  SANTA FE AVE,90810,False
6291,BU06057035,SEOK KANG JONG,,BU,1953  CANAL AVE  1953-61 Canal Ave,90810,False
6292,BU07036331,ELVERA ETAL GONZALVES,,BU,3202  SANTA FE AVE,90810,False
6293,BU20548391,RAMIRO ALVAREZ,,BU,3012  BALTIC AVE,90810,False
6294,BU07075021,"GONZALEZ, MARIA L CO TR TRUST",,BU,2672  SANTA FE AVE,90810,False
6295,BU07075041,FATIMA AMARO,,BU,2871  SANTA FE AVE,90810,False
6296,BU07075061,"HAURAT, LEANN D TRUST",,BU,2965  SANTA FE AVE,90810,False
6297,BU07075080,STAN & LARRY WOLFSON,,BU,2990  SANTA FE AVE  Includes 2970 & 2990 Santa Fe,90810,False
6298,BU07075100,WILLIE L AND READIE O SULLIVAN,,BU,3006  SANTA FE AVE,90810,False
6299,BU07075111,SYLVIA PADILLA,,BU,3034  SANTA FE AVE,90810,False
6300,BU07080181,"HAUBEN, GARY S & MARTHA TR",,BU,1601 W WILLOW ST,90810,False
6301,BU07080201,GLENLEE LLC,,BU,1700 W WILLOW ST,90810,False
6302,BU20338530,JOSE GANDARILLA,JOE'S JANITORIAL SERVICE & CARPET CLEANING,BU,2699  CASPIAN AVE,90810,False
6303,BU20150680,JOSE LUIS RAMIREZ,,BU,1830 W WILLOW ST 3,90810,False
6304,BU07070981,S & S INVESTMENT LLC,,BU,1500 W PACIFIC COAST HWY,90810,False
6305,BU20326260,ANCHOR LIQUORS SC INC,,BU,1908  SANTA FE AVE,90810,False
6306,BU20350410,DIEGO HERRERA,,BU,2537  DELTA AVE,90810,False
6307,BU03050561,PAUL & ALICIA STEPHAN,,BU,1303  PARADE ST,90810,False
6308,BU03050610,LEONARDO DOMINGUEZ,,BU,1860  FASHION AVE,90810,False
6309,BU20453560,PATRICIA ARCETA CONEJOS,,BU,1920 W 23RD ST,90810,False
6310,BU20107857,MONIQUE CASON,WESTSIDE BEAUTY SALON,BU,1625 W BURNETT ST,90810,False
6311,BU07074701,QUEENBEE LLC,,BU,2048  SANTA FE AVE  Includes 2048-2056 Santa Fe Ave,90810,False
6312,BU00088450,SANTA FE CONVALESCENT,SANTA FE CONVALESCENT HOSPITAL  INC,BU,3294  SANTA FE AVE,90810,False
6313,BU20716030,LERIZA V SANTIAGO,JD TRAVEL & TOURS,BU,2330  SANTA FE AVE,90810,False
6314,BU20449900,P C H TRUCK STOP CENTER INC,,BU,1603 W PACIFIC COAST HWY,90810,False
6315,BU20449910,P C H TRUCK STOP CENTER INC,,BU,1603 W PACIFIC COAST HWY,90810,False
6316,BU20546390,DOMINADOR CHONG,TAMBULI SUPERMARKET,BU,2520  SANTA FE AVE,90810,False
6317,BU20725330,IZA ECHEVERRI,ECHEVERRI'S CLEANING,BU,1627 W 19TH ST,90810,False
6318,BU06035410,MELVIN KEMP,,BU,1556 W 20TH ST,90810,False
6319,BU02074550,DALE D JONES,TACO BELL #2,BU,1822  SANTA FE AVE,90810,False
6320,BU20729960,JESUS MONTES,MONTES POOL & SPA SERVICES,BU,1373  34TH ST,90810,False
6321,BU20332230,QUY PHAM,FAMOUS HAIR & NAIL SALON,BU,1336 W WILLOW ST 104,90810,False
6322,BU20653180,CHRISTOPHER T WOOD,LAUDRERWORLD,BU,1918  SANTA FE AVE,90810,False
6323,BU20407230,JOSE M MORENO,JOVI'S HARDWOOD FLOORS,BU,2633  CASPIAN AVE,90810,False
6324,BU20608840,LONG BEACH SAVANNAH HOUSING,,BU,"2260  WILLIAMS ST  2260, 2280 Williams St",90810,False
6325,BU20608860,CENTURY VILLAGES AT CABRILLO,,BU,"2260  WILLIAMS ST  2100,20,40,60 Williams St",90810,False
6326,BU20608870,CENTURY VILLAGES AT CABRILLO,,BU,2260  WILLIAMS ST  2121-2281 Williams(Exclude 2241),90810,False
6327,BU20608880,CENTURY VILLAGES AT CABRILLO,CASA DE CABRILLO,BU,2111  WILLIAMS ST  2111 Williams,90810,False
6328,BU20728570,VIRGINIA A CARNAJE,,BU,2725  ADRIATIC AVE,90810,False
6329,BU20109040,BENNIE CERVANTES JR,BENNIE'S RADIATOR SERVICE,BU,1815  HARBOR AVE,90810,False
6330,BU20542331,"PEDRO H/ZEPEDA,MARIA AYALA",,BU,2171  SANTA FE AVE  2173 Santa Fe Ave,90810,False
6331,BU03050630,RITA J WRIGHT,,BU,1310  PARADE ST,90810,False
6332,BU03050651,BOND NICHOLS,,BU,1470  PARADE ST,90810,False
6333,BU03050681,"SMITH, JEFF TRUST",,BU,1402  PARADE ST,90810,False
6334,BU20524070,AUTOZONE WEST INC,AUTO ZONE #5409,BU,2594  SANTA FE AVE,90810,False
6335,BU20505360,TUFFLI COMPANY,,BU,2200 W PACIFIC COAST HWY,90810,False
6336,BU06057433,THOMAS J GEIGER,,BU,1901  FASHION AVE,90810,False
6337,BU20410280,"DE LEON, EMILIANO C TR",TEA LEAF,BU,2426  SANTA FE AVE,90810,False
6338,BU07074861,"DORYON, VICKY TRUST",,BU,2400  SANTA FE AVE  2400-12 Santa Fe/1631 W Burnett,90810,False
6339,BU03049290,JOSEPH A AND ERCELIA QUINTANA,,BU,3432  SANTA FE AVE,90810,False
6340,BU20601150,NEW CINGULAR WIRELESS PCS LLC,AT&T MOBILITY,BU,2520  SANTA FE AVE,90810,False
6341,BU20432892,FLORIDA M ROSS,SILK FLORISTERY BY DESIGN,BU,2951  CASPIAN AVE,90810,False
6342,BU07080131,OSCAR A & REGINA O VELASCO,,BU,1521 W WILLOW ST,90810,False
6343,BU20527580,YUM YUM DONUTS INC,WINCHELL'S DONUTS #9465,BU,1695 W PACIFIC COAST HWY,90810,False
6344,BU20100370,DOMINGO URIBE,DOMINGO'S LAWN SERVICES,BU,3027  CASPIAN AVE,90810,False
6345,BU20107440,SILVINO RAMIREZ,RAMIREZ LAWN MOWER SHOP,BU,1377 W WILLOW ST,90810,False
6346,BU20238830,CATHOLIC CHARITIES,,BU,2241  WILLIAMS ST,90810,False
6347,BU20605610,DOUGLAS KIM,LA MEXICANA MARKET,BU,2090  SANTA FE AVE,90810,False
6348,BU20728460,VIRGINIA CASTRO RIVERA,LIDIA'S BRIDAL,BU,2074  SANTA FE AVE,90810,False
6349,BU03050120,JOHN G AND ESTHER LOPEZ,,BU,1930  HARBOR AVE,90810,False
6350,BU03050143,OSCAR BARREDO,,BU,1346  SUMMIT ST  1346-52 Summit/1936 Harbor,90810,False
6351,BU03050160,LETICIA LARA,,BU,1322  SUMMIT ST,90810,False
6352,BU20565940,TOMMY'S EXPRESS CARWASH INC,,BU,1625 W WILLOW ST,90810,False
6353,BU20615640,CENTURY VILLAGES AT CABRILLO,,BU,2205  SAN GABRIEL AVE  2205 San Gabriel Ave,90810,False
6354,BU03050414,CURTIS P EDWARDS,,BU,1891  CASPIAN AVE,90810,False
6355,BU03050456,SANDOVAL SANTOS,,BU,1515  PARADE ST,90810,False
6356,BU03050484,Mary Adams,,BU,1430 W 19TH ST  Includes 1428 W 19th St,90810,False
6357,BU03049677,JULIA GARCIA,,BU,2649  SANTA FE AVE,90810,False
6358,BU03049681,PAULINO LOPEZ,,BU,2633  SANTA FE AVE,90810,False
6359,BU20612480,ELIAS ULLOA DELGADO,,BU,2155 W CANTON ST,90810,False
6360,BU20566650,LUZ MARIA ARREGUIN,L M CLEANING SERVICE,BU,2041 W COLUMBIA ST,90810,False
6361,BU20549910,AMERICAN PETROLEUM CORP,PACIFIC 76,BU,1410 W PACIFIC COAST HWY,90810,False
6362,BU20638850,HORTENCIA NAJERA,HORTENCIA'S BEAUTY SALON,BU,3034  SANTA FE AVE,90810,False
6363,BU20658190,JESSE GERALD WILLIAMS,DEEP VOICE OF LOVE,BU,2100  WILLIAMS ST J,90810,False
6364,BU20558600,SUSAN A TADENA,EDNA'S FILIPINO CUISINE,BU,2540  SANTA FE AVE,90810,False
6365,BU07074612,JOHN P & ROSE K Y LIU,,BU,1884  SANTA FE AVE,90810,False
6366,BU07074621,JOHN P & ROSE K LIU,,BU,1908  SANTA FE AVE,90810,False
6367,BU20519600,MARIO MORENO,MORENO FLOORS,BU,1323 W 33RD ST,90810,False
6368,BU20638050,VICENTE M CANCINO,WILLOW SMOG PRO,BU,1395 W WILLOW ST,90810,False
6369,BU20617120,JOSE VILLEGAS,JOSE VILLEGAS LAWN SERVICE,BU,1565 W 19TH ST,90810,False
6370,BU20431420,TIENDA MEXICO INC,,BU,1732 W WILLOW ST,90810,False
6371,BU20461781,RIGOBERTO RAMIREZ,,BU,1545 W 19TH ST 3,90810,False
6372,BU20608800,CENTURY VILLAGES AT CABRILLO,,BU,"2240 W WILLARD ST  2240,50 Willard/2241, 2291 Wlms",90810,False
6373,BU20527031,FERNANDO L BERNABE,INIHAW RESTAURANT,BU,1950 W WILLOW ST A,90810,False
6374,BU20421380,NEW DIRECTION HOLINESS & DELIVERANCE CHURCH,NEW DIRECTION HOLINESS,BU,3325  FASHION AVE,90810,False
6375,BU03050750,"SIMEON, JR CIPRIANO",,BU,1624  PARADE ST,90810,False
6376,BU07080050,SUNNY INVESTMENT & MANAGEMENT CO,HELLEN BAIK PROPERTIES,BU,1356 W WILLOW ST  Inclds 1356-72 W Willow St,90810,False
6377,BU20530180,JUAN LUIS ZAMORA,,BU,2360  WEBSTER AVE,90810,False
6378,BU20528260,ALKA DESIGN GROUP INC,,BU,2742  REGWAY AVE,90810,False
6379,BU20252770,WALTER THOMAS,WALTER THOMAS & ASSOCIATES,BU,2024  CANAL AVE,90810,False
6380,BU20205630,JOSE LUIS RAMIREZ,JLR GARDENING SERVICE,BU,1710 W 29TH ST,90810,False
6381,BU20111590,RAMIRO OLMEDA GUZMAN,PACIFIC TIRES SERVICES-SANTA FE,BU,3302  SANTA FE AVE,90810,False
6382,BU20455960,P C H VENTURE GROUP EAST INC,JACK IN THE BOX 3302,BU,1720 W PACIFIC COAST HWY,90810,False
6383,BU20424390,KRISTY BELL,MBELLISH DESIGN STUDIO,BU,3242  ADRIATIC AVE,90810,False
6384,BU06035803,CAYETANO LEDESMA,,BU,1533 W 19TH ST,90810,False
6385,BU20440380,UKA'S BIG SAVER FOODS,BIG SAVER FOODS,BU,1500 W WILLOW ST,90810,False
6386,BU20149730,COMPRESHENSIVE CHILD DEVELOPMENT INC,,BU,2205  SAN GABRIEL AVE,90810,False
6387,BU20440530,MERCEDES CASIAN,CASIAN FAMILY CHILD CARE,BU,3256  FASHION AVE,90810,False
6388,BU20208070,FRANCISCA M ESCOBEDO,GENERAL SUPPLY,BU,1910 W WILLOW ST,90810,False
6389,BU20344680,CENTURY VILLAGES AT CABRILLO,,BU,"2001  RIVER AVE  2001,2090 River Rd/2101 San Gab",90810,False
6390,BU20321770,ZENAIDA C SALES,,BU,3002  SANTA FE AVE,90810,False
6391,BU20321790,ZENAIDA C SALES,,BU,3002  SANTA FE AVE,90810,False
6392,BU20143920,BOYS & GIRLS CLUB OF LONG BEACH,FAIRFIELD WESTSIDE BOYS & GIRLS CLUB,BU,1835 W WILLARD ST,90810,False
6393,BU20422260,ROEL HERNANDEZ,FADE BARBER SHOP #2,BU,1307 W WILLOW ST,90810,False
6394,BU20419050,FONYONGA G & EMMA E TADMIA,,BU,1874  SANTA FE AVE,90810,False
6395,BU20132450,THREE RIVERS TRUCKING INC,,BU,2300 W WILLOW ST,90810,False
6396,BU06007810,KWANG NYON KIM,MILLS SHOES REPAIR,BU,2883  SANTA FE AVE,90810,False
6397,BU20131460,E M THOMAS MANAGEMENT INC,K F C,BU,1601 W WILLOW ST,90810,False
6398,BU20016820,N T H CORPORATION,A & F MARKET,BU,2569  SANTA FE AVE,90810,False
6399,BU20237910,FEDERATION OF FILIPINO AMERICAN ASSOCIATION,F F A A HUMAN SERVICES,BU,2125  SANTA FE AVE,90810,False
6400,BU20037550,CECILIA ORELLANA,CECILIA'S FAMILY CHILD CARE,BU,2835  EASY AVE,90810,False
6401,BU20125270,AMERICAN INDIAN CHANGING SPIRITS,AMERICAN INDIAN CHANGING SPIRITS,BU,2120  WILLIAMS ST 1,90810,False
6402,BU20138750,LOS ANGELES SMSA LIMITED PARTNERSHIP,VERZION WIRELESS,BU,1420 W 32ND ST,90810,False
6403,BU20100500,BLAS URIBE,BLAS URIBE LAWN SERVICE,BU,3029  CASPIAN AVE,90810,False
6404,BU04002800,SANTIAGO CONANAN,,BU,2531  SANTA FE AVE,90810,False
6405,BU20021970,LI HOA MARKET INC,LI HOA MARKET,BU,1320 W WILLOW ST D,90810,False
6406,BU07071081,UNITED EL SEGUNDO INC,,BU,1603 W PACIFIC COAST HWY,90810,False
6407,BU07071160,ETTA M ENOCH,,BU,1770 W PACIFIC COAST HWY,90810,False
6408,BU03049463,RONALD H BANNER,,BU,3370  ADRIATIC AVE,90810,False
6409,BU03049470,CESAR M REYES,,BU,3220  SANTA FE AVE,90810,False
6410,BU03049480,ELVERA CET AL GONZALVES,,BU,3214  SANTA FE AVE,90810,False
6411,BU03049560,MA VENERANDA BRAGANZA,,BU,3231  SANTA FE AVE,90810,False
6412,BU03049591,SPRINGDALE PRESERVATION LTD PARTNERSHIP,,BU,2095 W SPRING ST,90810,False
6413,BU00077300,JIMMY CONTOS,GOLDEN STAR DRIVE IN,BU,1560 W PACIFIC COAST HWY,90810,False
6414,BU07074811,CECILIA AND JASON GUTIERREZ,,BU,2330  SANTA FE AVE,90810,False
6415,BU07074851,CECILIA & JASON GUTIERREZ,,BU,2380  SANTA FE AVE,90810,False
6416,BU07079964,SALOMON & MINERVA B PEREZ,,BU,1303 W WILLOW ST  Includes 1301-1307 W Willow St,90810,False
6417,BU07079983,"ANDALAJAO,LETICIA L TRUST",,BU,1311 W WILLOW ST  1309-1311 W Willow St,90810,False
6418,BU07079991,"WATKINS, LARRY B CO TR",,BU,1319 W WILLOW ST,90810,False
6419,BU07080081,ZOHAR MANAGEMENT LLC,,BU,1395 W WILLOW ST,90810,False
6420,BU07080090,WILLIAM E AND VERDELLE G WEBB,,BU,1410 W WILLOW ST  Includes 1410-1414 W Willow St,90810,False
6421,BU07080101,BOU SROT TAING CO TR,,BU,1422 W WILLOW ST,90810,False
6422,BU07080113,WILLOW LANDMARK LLC,,BU,1500 W WILLOW ST  Includes 1500-1518 W Willow St,90810,False
6423,BU07075211,"ROBERTS, VIRGINIA M TRUST",,BU,3356  SANTA FE AVE,90810,False
6424,BU03049820,MANUEL & VIOLETA DA SILVA,,BU,2341  ADRIATIC AVE  Includes 2337-41 Adriatic Ave,90810,False
6425,BU03049830,BERRO FAMILY PARTNERSHIP LP,,BU,2312  SANTA FE AVE,90810,False
6426,BU03049860,EDWARD R & ANDREA & BACH GUZMAN,,BU,2236  SANTA FE AVE,90810,False
6427,BU03049880,"CAROL A SHAW, LAWRENCE W SHAW",,BU,1830 W WILLOW ST,90810,False
6428,BU03049890,MILAGROS GARCIA,,BU,1820 W WILLOW ST,90810,False
6429,BU07075181,RIGOBERTO & ROSA M FLORES,,BU,3302  SANTA FE AVE,90810,False
6430,BU07074921,MICHAEL V & JOCELYN C THAV,,BU,2503  SANTA FE AVE,90810,False
6431,BU03050400,CRISTOBAL & MARIA JIMENEZ,,BU,1550 W 19TH ST  1548-50 W 19th St,90810,False
6432,BU07074991,SAM; IMY LIEN & NINH LIEN DUONG,,BU,2565  SANTA FE AVE  Includes 2565-2569 Santa Fe Ave,90810,False
6433,BU07075002,BRWONSTONE SANTA FE LLC,,BU,2570  SANTA FE AVE,90810,False
6434,BU07075011,CHIEF AUTO PARTS INC,,BU,2594  SANTA FE AVE,90810,False
6435,BU07080230,ROBERT AND AMELIA GIRARDI,,BU,1910 W WILLOW ST  Includes 1910-1912 W Willow St,90810,False
6436,BU07080250,OSCAR A & REGINA O VELASCO,,BU,1922 W WILLOW ST  Includes 1922-1924 W Willow St,90810,False
6437,BU03049617,"HOPE, CARTER A TRUST ETAL",,BU,2123 W COLUMBIA ST,90810,False
6438,BU03049620,ALLAN S & DOROTHY R DE FRATES,,BU,2685  SANTA FE AVE,90810,False
6439,BU03049630,ALLAN S AND DOROTHY R DEFRATES,,BU,2679  SANTA FE AVE,90810,False
6440,BU03049943,ANA & JOSE GARCIA,,BU,1617  SUMMIT ST,90810,False
6441,BU03049991,DANIEL & MARIA SANCHEZ,,BU,1537  SUMMIT ST,90810,False
6442,BU03050000,DON SQUILLACE,,BU,1542 W 20TH ST  1534-46 W 20th St,90810,False
6443,BU21521980,JOEL PEREZ,ALBERTA'S MEXICAN FOOD,BU,1770 W PACIFIC COAST HWY,90810,False
6444,BU21438720,WAN DOT INC,COIN LAUNDRY AND DRINKING WATER,BU,3338  SANTA FE AVE,90810,False
6445,BU21010800,ANNA JONES,JONES FAMILY DAYCARE,BU,2275  BALTIC AVE,90810,False
6446,BU21521660,THE CHILDREN'S CLINIC SERVING CHLDRN & FML,THE CHILDREN'S CLINIC FML HLTH CTR CBRLLO GT,BU,2000  SAN GABRIEL AVE,90810,False
6447,BU92012660,"EAK & KHUN, CHAY HENG",,BU,1545 W WILLOW ST,90810,False
6448,BU21425410,APRO LLC,UNITED OIL #120,BU,1542 W WILLOW ST,90810,False
6449,BU21419410,IV ENTERPRISES LLC,THE BREAK ROOM,BU,1920 W WILLOW ST,90810,False
6450,BU21518380,ROBERTO OCTAVIO GALLEGOS,LIGA DEPORTIVA MIGUEL HIDALGO,BU,2084  SANTA FE AVE,90810,False
6451,BU90027834,ELIZABETH NGUYEN,,BU,1636 W 19TH ST,90810,False
6452,BU21410650,"ATLAS EXPRESS PADALA, INC",,BU,2534  SANTA FE AVE,90810,False
6453,BU21413670,MINERVA PEREZ,RAZOR BARBER SHOP,BU,1567 W PACIFIC COAST HWY,90810,False
6454,BU21512780,ARIRO MOTORS LLC,,BU,1605  PARADE ST,90810,False
6455,BU21515420,ALFREDO     LIC# 95388K1 ALVAREZ,A & J HYDRO SERVICES,BU,2141 W CANTON ST,90810,False
6456,BU21423970,PETER CERMAN,CERMAN MUSIC 3,BU,2538  HAYES AVE,90810,False
6457,BU21501040,MERDIE MENDEZ,PRIVATE CARE SOLUTIONS,BU,3425  ADRIATIC AVE,90810,False
6458,BU21231220,UNITED RENTALS(NORTH AMERICA)INC,UNITED RENTALS(NORTH AMERICA)INC,BU,2020 W PACIFIC COAST HWY,90810,False
6459,BU21511410,ELEONOR SORIANO,SNAP EASE PHOTO BOOTH,BU,2467  EASY AVE,90810,False
6460,BU21201400,CELCARE PT SERVICES INC,,BU,2714  REGWAY AVE,90810,False
6461,BU21305510,KARINA GAMA,GAMA CONNECTIONS,BU,1554 W WILLOW ST,90810,False
6462,BU21235760,BHC CRANE LLC,BHC CRANE,BU,2190 W WILLOW ST VACANT LOT,90810,False
6463,BU21414400,EROCK UNLIMITED SERVICES INC,ONE STOP MULTI-SERVICES,BU,2456  SANTA FE AVE,90810,False
6464,BU21436820,SEBASTIAN URIBE,URIBE LANDSCAPING,BU,1805  JEANETTE PL,90810,False
6465,BU21508650,DAVID TAN,ROYAL MARKET,BU,3356  SANTA FE AVE,90810,False
6466,BU21234130,JAY K MCNALLY,MCNALLY MULTI MEDIA,BU,2141  CANAL AVE,90810,False
6467,BU21018450,LEOVIJILDO GONZALEZ,GENERAL SUPPLY,BU,1910 W WILLOW ST,90810,False
6468,BU21500800,HONG KONG EXPRESS,HONG KONG EXPRESS,BU,2554  SANTA FE AVE,90810,False
6469,BU21500370,BRYAN CRUZ HERNANDEZ,TAQUERIA LA FUGATA,BU,1950  SANTA FE AVE,90810,False
6470,BU21431680,ALAN BOU TAING,BIG JOHN'S DONUTS,BU,1518 W WILLOW ST,90810,False
6471,BU20817180,TEODORO & MARIA O RODRIGUEZ,CASA PEREZ RESTAURANT,BU,2672  SANTA FE AVE,90810,False
6472,BU21335580,YASH VERMA,AMIGOS MARKET & LIQUOR,BU,2000 W WILLOW ST,90810,False
6473,BU94051281,GUSTAVO FLORES,,BU,1550  SUMMIT ST,90810,False
6474,BU93011141,LE CUONG T,,BU,1310 W WILLOW ST  1320 W Willow St,90810,False
